id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
29809,Female,59,1,26,1,1-2 Year,No,49156,26,166,0
29810,Male,21,1,23,0,1-2 Year,Yes,28552,154,213,0
29811,Male,73,1,8,0,1-2 Year,Yes,2630,152,290,0
29812,Male,23,1,11,0,< 1 Year,Yes,25033,152,21,0
29813,Male,23,1,11,0,< 1 Year,Yes,28721,156,294,0
29814,Male,23,1,37,0,< 1 Year,No,33800,153,180,0
29815,Male,57,1,28,0,1-2 Year,Yes,68256,124,88,0
29816,Male,64,1,28,0,1-2 Year,Yes,39543,26,280,1
29817,Male,22,1,46,1,< 1 Year,No,25586,160,155,0
29818,Female,29,1,28,1,< 1 Year,No,28755,152,121,0
29819,Male,45,1,11,0,1-2 Year,Yes,23125,26,175,0
29820,Male,50,1,38,0,1-2 Year,Yes,28278,124,235,0
29821,Male,52,1,8,0,1-2 Year,Yes,35876,155,34,0
29822,Male,20,1,13,1,< 1 Year,No,2630,160,178,0
29823,Female,47,1,8,0,1-2 Year,Yes,44325,30,77,0
29824,Female,28,1,8,1,< 1 Year,No,2630,152,95,0
29825,Female,30,1,47,1,< 1 Year,No,35196,152,150,0
29826,Female,39,1,28,1,1-2 Year,No,27915,26,56,0
29827,Female,26,1,23,1,< 1 Year,No,30703,152,102,0
29828,Female,38,1,28,1,1-2 Year,No,32889,124,137,0
29829,Male,27,1,8,0,< 1 Year,Yes,34688,152,282,0
29830,Male,29,1,11,1,< 1 Year,No,34946,152,146,0
29831,Female,51,1,18,0,1-2 Year,Yes,33296,26,52,1
29832,Female,51,1,28,0,1-2 Year,Yes,30977,26,183,1
29833,Female,52,1,35,1,1-2 Year,No,20665,124,249,0
29834,Male,21,1,37,1,1-2 Year,Yes,2630,156,264,0
29835,Male,25,1,28,0,< 1 Year,Yes,34782,152,218,0
29836,Female,56,1,8,0,1-2 Year,Yes,45534,124,161,0
29837,Female,39,1,28,0,1-2 Year,Yes,33436,124,264,0
29838,Male,46,1,28,0,1-2 Year,Yes,37886,13,180,0
29839,Male,56,1,28,0,> 2 Years,Yes,43020,124,234,0
29840,Male,75,1,28,1,1-2 Year,Yes,51783,26,83,0
29841,Male,38,1,36,0,1-2 Year,Yes,33844,124,101,1
29842,Male,74,1,41,0,1-2 Year,No,34976,12,57,0
29843,Male,42,1,28,0,1-2 Year,Yes,44772,55,184,0
29844,Female,20,1,9,0,< 1 Year,Yes,26920,160,92,0
29845,Female,62,1,33,1,1-2 Year,No,35497,124,294,0
29846,Female,35,1,30,1,1-2 Year,No,2630,160,19,0
29847,Male,56,1,35,1,1-2 Year,No,30516,124,229,0
29848,Male,33,1,42,1,< 1 Year,No,2630,160,258,0
29849,Male,24,1,47,1,< 1 Year,No,36891,152,296,0
29850,Female,22,1,32,1,< 1 Year,No,32258,160,133,0
29851,Female,26,1,21,1,< 1 Year,No,26029,152,258,0
29852,Male,63,1,41,0,1-2 Year,Yes,25088,157,298,1
29853,Female,22,1,15,0,< 1 Year,Yes,31484,152,256,0
29854,Male,53,1,28,0,> 2 Years,Yes,37931,26,102,0
29855,Female,29,1,8,0,< 1 Year,Yes,30145,26,78,1
29856,Male,42,1,28,0,1-2 Year,Yes,34699,124,141,1
29857,Male,56,1,28,0,1-2 Year,Yes,47789,122,280,0
29858,Male,45,1,41,1,1-2 Year,No,27202,152,232,0
29859,Male,28,1,11,1,< 1 Year,No,35702,152,83,0
29860,Female,39,1,48,1,1-2 Year,No,2630,15,16,0
29861,Female,26,1,18,1,< 1 Year,No,27500,152,12,0
29862,Male,22,1,43,1,< 1 Year,No,27014,152,190,0
29863,Female,21,1,8,1,< 1 Year,No,37077,152,83,0
29864,Male,50,1,28,0,> 2 Years,Yes,70336,26,274,1
29865,Female,21,1,8,1,< 1 Year,No,34020,160,170,0
29866,Female,25,1,36,1,< 1 Year,No,25275,151,43,0
29867,Female,21,1,28,1,1-2 Year,No,2630,156,83,0
29868,Female,25,1,45,1,< 1 Year,No,23888,152,75,0
29869,Female,27,1,29,1,< 1 Year,No,25234,152,261,0
29870,Female,54,1,28,0,> 2 Years,Yes,2630,157,22,0
29871,Female,43,1,8,0,1-2 Year,Yes,2630,26,144,0
29872,Male,23,1,15,0,< 1 Year,No,33402,152,44,0
29873,Male,35,1,46,1,1-2 Year,No,17599,152,190,0
29874,Male,54,1,22,1,1-2 Year,No,2630,26,156,0
29875,Female,41,1,28,0,1-2 Year,Yes,60805,124,60,0
29876,Male,31,1,32,0,< 1 Year,Yes,30534,152,245,0
29877,Male,53,1,37,1,1-2 Year,No,31554,26,45,0
29878,Male,24,1,6,1,< 1 Year,No,27083,152,282,0
29879,Male,23,1,20,0,< 1 Year,No,2630,152,210,0
29880,Male,24,1,41,0,< 1 Year,Yes,2630,152,213,0
29881,Male,46,1,28,0,1-2 Year,Yes,39067,26,187,0
29882,Female,63,1,52,0,1-2 Year,No,2630,26,184,0
29883,Male,47,1,28,0,1-2 Year,Yes,56813,26,13,0
29884,Male,48,1,8,0,1-2 Year,Yes,32215,124,101,0
29885,Male,25,1,8,1,< 1 Year,No,40244,152,290,0
29886,Male,43,1,1,1,1-2 Year,Yes,2630,26,231,0
29887,Male,22,1,34,0,< 1 Year,No,2630,152,83,0
29888,Female,61,1,13,1,1-2 Year,No,2630,124,102,0
29889,Female,50,1,28,0,1-2 Year,Yes,41306,26,76,1
29890,Female,21,1,22,1,< 1 Year,No,25407,152,168,0
29891,Female,41,1,28,0,> 2 Years,Yes,47844,124,54,1
29892,Male,45,1,41,0,1-2 Year,Yes,49194,26,34,1
29893,Male,49,1,8,0,1-2 Year,Yes,2630,124,78,1
29894,Female,22,1,12,1,< 1 Year,No,28039,152,110,0
29895,Male,22,1,28,0,< 1 Year,No,27409,152,287,0
29896,Female,47,1,50,0,1-2 Year,Yes,2630,8,299,0
29897,Female,24,1,37,0,< 1 Year,Yes,16632,152,290,0
29898,Male,57,1,8,0,1-2 Year,Yes,35449,124,259,0
29899,Male,26,1,36,1,< 1 Year,No,33021,152,193,0
29900,Female,33,1,10,1,< 1 Year,No,27793,152,197,0
29901,Female,50,1,28,0,1-2 Year,Yes,2630,156,153,0
29902,Female,42,1,46,1,1-2 Year,No,27922,93,195,0
29903,Male,20,1,34,0,< 1 Year,Yes,32057,160,114,0
29904,Female,72,1,19,0,1-2 Year,Yes,2630,122,49,0
29905,Female,22,1,28,0,< 1 Year,Yes,56964,152,69,0
29906,Female,29,1,11,1,< 1 Year,No,48159,152,33,0
29907,Female,58,1,27,0,1-2 Year,Yes,35242,26,293,0
29908,Male,46,1,1,1,1-2 Year,No,2630,124,211,0
29909,Male,51,1,12,0,1-2 Year,Yes,26617,26,45,0
29910,Male,58,1,28,1,1-2 Year,No,48310,124,263,0
29911,Male,40,1,8,0,1-2 Year,Yes,33779,7,232,0
29912,Female,23,1,37,1,< 1 Year,No,32047,152,132,0
29913,Male,41,1,28,0,1-2 Year,Yes,22735,26,145,0
29914,Female,74,1,28,0,1-2 Year,Yes,2630,26,31,0
29915,Female,48,1,28,1,1-2 Year,Yes,32368,26,52,0
29916,Male,45,1,28,1,1-2 Year,No,25237,26,182,0
29917,Male,64,1,28,1,1-2 Year,No,28891,122,154,0
29918,Male,35,1,12,1,1-2 Year,No,2630,152,143,0
29919,Female,21,1,3,0,< 1 Year,Yes,25685,152,33,0
29920,Female,21,1,8,1,< 1 Year,No,36510,160,211,0
29921,Female,39,1,8,0,1-2 Year,Yes,40827,26,271,1
29922,Male,52,1,19,1,1-2 Year,No,2630,124,211,0
29923,Male,29,1,28,0,1-2 Year,Yes,43750,163,246,0
29924,Female,24,1,18,1,< 1 Year,No,37802,152,262,0
29925,Male,43,1,28,0,1-2 Year,Yes,26207,124,55,0
29926,Female,23,1,3,1,< 1 Year,No,25747,152,194,0
29927,Male,23,1,15,1,< 1 Year,No,29282,152,28,0
29928,Female,69,1,29,1,1-2 Year,No,2630,26,186,0
29929,Male,48,1,28,0,1-2 Year,Yes,42159,26,118,1
29930,Male,54,1,41,0,1-2 Year,Yes,35786,26,83,0
29931,Male,29,1,48,0,< 1 Year,Yes,2630,160,135,0
29932,Male,24,1,8,1,< 1 Year,No,28094,152,104,0
29933,Male,21,1,35,1,1-2 Year,No,41301,26,258,0
29934,Female,45,1,45,0,1-2 Year,Yes,18207,55,233,0
29935,Female,31,1,35,1,1-2 Year,No,2630,124,259,0
29936,Female,24,1,25,1,< 1 Year,No,24520,152,248,0
29937,Male,79,1,47,1,1-2 Year,No,2630,113,210,0
29938,Female,56,1,28,1,1-2 Year,No,54681,124,24,0
29939,Male,24,1,28,1,< 1 Year,No,53114,152,137,0
29940,Male,64,1,28,0,1-2 Year,Yes,35767,122,19,1
29941,Male,49,1,38,0,1-2 Year,Yes,54488,26,128,0
29942,Male,23,1,46,1,< 1 Year,No,20566,152,281,0
29943,Male,25,1,15,0,< 1 Year,Yes,32697,152,50,0
29944,Male,23,1,14,0,< 1 Year,Yes,2630,152,267,0
29945,Female,20,1,11,1,< 1 Year,No,37496,160,29,0
29946,Female,57,1,28,1,1-2 Year,No,27292,26,113,0
29947,Male,40,1,3,0,1-2 Year,Yes,39041,124,195,0
29948,Male,25,1,28,1,< 1 Year,No,53032,152,30,0
29949,Male,37,1,8,0,1-2 Year,Yes,47126,124,144,0
29950,Male,55,1,33,1,1-2 Year,No,32700,26,84,0
29951,Male,29,1,8,1,< 1 Year,No,30098,152,36,0
29952,Male,54,1,28,0,1-2 Year,Yes,30843,29,92,0
29953,Female,39,1,12,1,1-2 Year,No,18900,124,249,0
29954,Female,26,1,30,1,< 1 Year,No,32422,152,287,0
29955,Male,40,1,28,0,1-2 Year,Yes,43195,26,296,0
29956,Female,24,1,49,1,< 1 Year,No,16138,152,207,0
29957,Male,37,1,36,0,1-2 Year,Yes,2630,152,167,1
29958,Male,39,1,28,0,1-2 Year,Yes,24509,13,22,0
29959,Female,28,1,13,0,< 1 Year,Yes,2630,152,108,0
29960,Female,24,1,15,0,< 1 Year,Yes,36998,152,267,0
29961,Male,20,1,2,0,< 1 Year,Yes,31783,160,258,0
29962,Male,75,1,28,1,1-2 Year,No,38982,26,35,0
29963,Male,22,1,46,1,< 1 Year,No,31322,152,73,0
29964,Male,25,1,30,1,< 1 Year,No,29450,152,54,0
29965,Male,48,1,6,1,1-2 Year,No,26335,124,143,0
29966,Female,22,1,21,0,< 1 Year,Yes,28704,152,282,0
29967,Male,22,1,30,1,< 1 Year,No,30495,152,210,0
29968,Female,42,1,48,0,1-2 Year,Yes,2630,157,73,0
29969,Male,34,1,50,1,1-2 Year,No,41455,120,115,0
29970,Male,21,1,44,0,< 1 Year,Yes,30607,152,242,0
29971,Male,63,1,28,1,1-2 Year,No,42128,26,287,0
29972,Female,36,1,34,1,1-2 Year,No,30540,152,73,0
29973,Female,47,1,41,1,1-2 Year,No,45640,26,42,0
29974,Female,25,1,11,1,< 1 Year,No,2630,152,57,0
29975,Male,68,1,41,0,1-2 Year,Yes,41746,124,80,0
29976,Female,50,1,50,0,1-2 Year,Yes,38363,8,207,0
29977,Male,31,1,28,0,1-2 Year,Yes,50324,154,153,0
29978,Female,23,1,15,0,< 1 Year,Yes,24500,151,122,0
29979,Female,51,1,37,0,1-2 Year,Yes,30511,152,59,0
29980,Female,23,1,27,1,< 1 Year,No,29366,152,286,0
29981,Male,22,1,42,0,< 1 Year,Yes,29776,152,163,0
29982,Male,26,1,28,1,< 1 Year,Yes,60928,152,96,0
29983,Male,42,1,6,0,1-2 Year,Yes,25684,26,76,0
29984,Male,27,1,17,1,< 1 Year,No,26347,152,227,0
29985,Male,65,1,28,1,1-2 Year,No,47701,157,287,0
29986,Female,75,1,37,0,1-2 Year,Yes,43340,128,84,0
29987,Male,41,1,12,0,1-2 Year,Yes,2630,156,251,0
29988,Female,28,1,28,0,< 1 Year,Yes,2630,156,153,0
29989,Female,48,1,28,1,1-2 Year,No,38993,37,54,0
29990,Female,21,1,39,0,< 1 Year,Yes,34136,160,26,0
29991,Female,48,1,28,0,1-2 Year,Yes,45543,124,265,0
29992,Male,26,1,37,1,< 1 Year,No,25468,152,153,0
29993,Male,40,1,28,1,1-2 Year,No,29932,124,276,0
29994,Male,21,1,8,1,< 1 Year,No,44271,160,136,0
29995,Male,23,1,21,1,< 1 Year,No,2630,152,272,0
29996,Male,23,1,30,1,< 1 Year,No,39592,152,231,0
29997,Male,23,1,36,0,< 1 Year,Yes,27370,152,210,1
29998,Female,32,1,26,1,< 1 Year,No,2630,152,71,0
29999,Male,22,1,8,1,< 1 Year,No,2630,26,187,0
30000,Male,44,1,28,1,1-2 Year,No,33284,23,283,0
30001,Female,20,1,46,0,< 1 Year,No,35839,160,276,0
30002,Male,24,1,22,1,< 1 Year,No,25788,152,243,0
30003,Female,22,1,6,0,1-2 Year,Yes,26360,124,23,1
30004,Male,42,1,28,0,> 2 Years,Yes,31246,26,232,1
30005,Male,51,1,28,1,1-2 Year,No,39723,124,248,0
30006,Male,80,1,28,0,1-2 Year,No,45964,26,221,0
30007,Female,70,1,45,0,1-2 Year,No,2630,124,83,0
30008,Female,28,1,4,1,< 1 Year,No,33478,152,23,0
30009,Male,48,1,41,0,1-2 Year,Yes,29712,12,62,0
30010,Female,23,1,13,1,< 1 Year,Yes,23076,152,173,0
30011,Female,59,1,8,1,1-2 Year,No,2630,26,13,0
30012,Female,23,1,36,1,< 1 Year,No,33954,152,145,0
30013,Male,45,1,28,0,1-2 Year,Yes,29440,156,176,0
30014,Female,23,1,15,1,< 1 Year,No,37009,152,251,0
30015,Male,53,1,28,0,1-2 Year,Yes,30035,124,13,0
30016,Male,56,1,7,1,1-2 Year,Yes,2630,124,39,0
30017,Male,25,1,32,1,< 1 Year,No,2630,152,91,0
30018,Female,21,1,50,0,< 1 Year,Yes,2630,152,99,0
30019,Male,42,1,28,0,1-2 Year,Yes,33117,26,56,1
30020,Male,65,1,11,1,1-2 Year,No,32095,124,50,0
30021,Male,21,1,6,0,1-2 Year,Yes,30419,124,215,0
30022,Male,55,1,11,1,1-2 Year,No,32316,124,268,0
30023,Female,66,1,8,0,> 2 Years,Yes,77250,7,150,0
30024,Male,46,1,28,0,1-2 Year,Yes,53678,26,276,0
30025,Female,37,1,46,1,1-2 Year,No,21569,124,187,0
30026,Male,32,1,12,0,1-2 Year,Yes,2630,156,247,0
30027,Male,55,1,41,1,1-2 Year,No,53160,122,21,0
30028,Male,40,1,46,1,1-2 Year,No,31927,124,202,0
30029,Female,21,1,45,1,< 1 Year,No,21004,152,155,0
30030,Male,42,1,28,1,1-2 Year,No,41782,26,285,0
30031,Male,61,1,50,0,1-2 Year,Yes,48062,26,141,0
30032,Female,55,1,28,1,1-2 Year,No,29843,157,255,0
30033,Male,49,1,20,1,1-2 Year,No,2630,26,18,0
30034,Male,22,1,33,0,< 1 Year,No,2630,152,84,0
30035,Female,77,1,15,1,1-2 Year,No,34685,14,99,0
30036,Male,66,1,28,0,> 2 Years,Yes,29470,124,17,0
30037,Female,29,1,28,1,< 1 Year,No,24204,152,115,0
30038,Female,24,1,10,1,< 1 Year,No,23795,152,135,0
30039,Male,24,1,30,1,< 1 Year,No,37336,152,59,0
30040,Male,46,1,28,0,1-2 Year,Yes,57370,124,34,1
30041,Male,21,1,46,0,< 1 Year,Yes,27666,153,107,0
30042,Female,24,1,8,1,< 1 Year,No,44340,152,81,0
30043,Female,24,1,41,0,< 1 Year,Yes,30570,152,60,0
30044,Male,24,1,33,1,< 1 Year,No,40713,152,68,0
30045,Female,33,1,33,1,< 1 Year,No,32314,152,25,0
30046,Female,40,1,50,1,1-2 Year,No,32916,26,224,0
30047,Male,25,1,28,1,< 1 Year,No,45454,152,231,0
30048,Female,29,1,20,1,< 1 Year,No,2630,152,55,0
30049,Female,31,1,39,1,< 1 Year,No,47762,152,132,0
30050,Female,44,1,3,0,1-2 Year,Yes,37105,124,158,1
30051,Male,22,1,17,0,< 1 Year,Yes,47703,152,140,0
30052,Female,35,1,28,1,1-2 Year,No,45875,124,149,0
30053,Male,26,1,36,1,< 1 Year,No,47119,152,158,0
30054,Female,34,1,42,0,1-2 Year,Yes,33125,26,20,0
30055,Female,22,1,39,0,< 1 Year,No,25567,152,110,0
30056,Male,71,1,28,1,1-2 Year,No,32197,26,71,0
30057,Male,47,1,28,0,1-2 Year,Yes,27012,124,167,1
30058,Female,79,1,28,0,1-2 Year,Yes,55591,124,37,0
30059,Male,23,1,46,1,< 1 Year,No,31661,152,100,0
30060,Female,46,1,28,0,1-2 Year,Yes,33132,26,40,1
30061,Male,68,1,41,1,1-2 Year,No,40927,136,131,0
30062,Male,35,1,33,1,1-2 Year,No,32300,124,149,0
30063,Female,29,1,7,0,< 1 Year,Yes,36113,152,284,1
30064,Male,57,1,28,0,> 2 Years,Yes,49308,26,182,0
30065,Male,39,1,28,1,1-2 Year,No,51355,124,227,0
30066,Male,61,1,39,1,1-2 Year,No,2630,26,214,0
30067,Female,40,1,28,0,1-2 Year,Yes,69856,156,172,1
30068,Male,43,1,45,0,1-2 Year,Yes,24634,124,70,0
30069,Male,33,1,30,0,< 1 Year,Yes,24989,152,124,1
30070,Male,49,1,33,0,1-2 Year,Yes,31870,154,120,1
30071,Male,74,1,28,1,1-2 Year,No,49917,52,38,0
30072,Female,24,1,46,1,< 1 Year,No,23453,152,192,0
30073,Female,36,1,47,1,1-2 Year,No,55560,16,93,0
30074,Male,33,1,41,0,< 1 Year,Yes,27518,26,18,0
30075,Female,44,1,33,0,1-2 Year,Yes,2630,124,151,0
30076,Male,43,1,35,1,1-2 Year,No,29361,26,299,0
30077,Female,54,1,28,0,1-2 Year,Yes,42378,157,91,0
30078,Female,40,1,28,1,1-2 Year,No,33787,60,162,0
30079,Male,44,1,28,1,1-2 Year,No,46013,124,208,0
30080,Female,43,1,0,1,1-2 Year,No,2630,26,54,0
30081,Female,51,1,30,0,1-2 Year,Yes,20849,152,281,0
30082,Male,24,1,39,1,< 1 Year,No,39135,152,96,0
30083,Male,21,1,15,0,< 1 Year,Yes,2630,160,285,0
30084,Female,42,1,28,0,1-2 Year,Yes,53031,26,253,0
30085,Male,40,1,30,0,1-2 Year,No,23986,157,180,1
30086,Male,57,1,39,0,1-2 Year,Yes,46187,26,53,1
30087,Male,21,1,21,1,< 1 Year,No,26918,152,257,0
30088,Male,22,1,33,1,< 1 Year,No,35745,152,254,0
30089,Male,26,1,32,1,< 1 Year,No,26756,152,123,0
30090,Female,38,1,15,0,1-2 Year,No,36843,14,248,0
30091,Female,22,1,15,1,< 1 Year,No,29200,152,185,0
30092,Female,31,1,28,0,< 1 Year,Yes,39556,124,94,0
30093,Female,24,1,41,1,< 1 Year,No,26618,152,76,0
30094,Male,23,1,50,1,< 1 Year,No,18065,152,170,0
30095,Male,73,1,28,0,1-2 Year,Yes,2630,26,132,0
30096,Female,24,1,17,1,< 1 Year,No,2630,152,269,0
30097,Male,26,1,28,1,< 1 Year,No,56537,152,141,0
30098,Female,80,1,47,0,1-2 Year,Yes,34074,26,117,0
30099,Male,39,1,8,0,1-2 Year,Yes,24160,124,144,1
30100,Female,41,1,36,0,< 1 Year,No,2630,1,174,0
30101,Male,49,1,33,0,1-2 Year,No,2630,156,46,0
30102,Female,23,1,17,1,< 1 Year,No,168597,160,27,0
30103,Female,56,1,28,0,1-2 Year,Yes,82135,26,209,1
30104,Female,52,1,28,1,1-2 Year,No,41389,26,46,0
30105,Female,31,1,26,1,< 1 Year,No,30328,152,269,0
30106,Male,50,1,46,0,1-2 Year,Yes,29785,124,127,0
30107,Female,40,1,11,0,1-2 Year,Yes,33523,120,276,0
30108,Female,25,1,43,1,< 1 Year,No,24912,152,18,0
30109,Female,41,1,29,0,1-2 Year,Yes,2630,122,194,0
30110,Male,45,1,28,0,1-2 Year,Yes,2630,26,262,0
30111,Female,37,1,3,0,1-2 Year,Yes,2630,152,209,0
30112,Female,24,1,3,1,< 1 Year,No,36634,152,286,0
30113,Female,50,1,4,0,1-2 Year,Yes,27555,124,71,0
30114,Female,24,1,28,1,< 1 Year,No,30169,152,147,0
30115,Male,53,1,14,0,> 2 Years,Yes,24169,124,45,1
30116,Female,77,1,46,1,1-2 Year,No,28538,26,193,0
30117,Female,69,1,9,0,> 2 Years,Yes,33778,124,166,0
30118,Female,44,1,47,0,1-2 Year,Yes,26365,124,74,0
30119,Male,26,1,41,1,< 1 Year,No,29334,152,213,0
30120,Female,24,1,9,1,< 1 Year,No,37073,152,102,0
30121,Male,22,1,36,1,< 1 Year,No,32479,152,44,0
30122,Male,73,1,28,0,1-2 Year,Yes,44480,122,149,0
30123,Male,65,1,8,1,1-2 Year,No,38374,124,233,0
30124,Male,24,1,15,1,< 1 Year,No,26805,152,166,0
30125,Female,66,1,28,0,1-2 Year,Yes,47990,122,26,0
30126,Male,39,1,50,0,1-2 Year,Yes,36295,26,128,1
30127,Female,22,1,8,1,< 1 Year,No,76582,160,18,0
30128,Male,27,1,28,1,< 1 Year,No,43059,152,192,0
30129,Male,49,1,46,1,1-2 Year,No,25967,30,50,0
30130,Female,22,1,8,0,< 1 Year,Yes,38354,160,176,0
30131,Male,60,1,28,0,> 2 Years,Yes,2630,158,251,0
30132,Male,26,1,12,1,< 1 Year,No,25490,152,205,0
30133,Female,27,1,28,1,< 1 Year,No,71515,152,155,0
30134,Male,51,1,28,0,1-2 Year,Yes,79879,124,174,0
30135,Male,44,1,28,1,1-2 Year,No,41788,25,67,0
30136,Female,30,1,50,1,< 1 Year,No,33611,152,70,0
30137,Male,41,1,28,0,1-2 Year,Yes,2630,124,34,0
30138,Female,29,1,30,1,< 1 Year,No,24957,152,259,0
30139,Female,35,1,28,0,1-2 Year,Yes,32120,124,152,1
30140,Female,63,1,46,1,1-2 Year,No,35813,21,161,0
30141,Male,22,1,45,0,< 1 Year,Yes,27448,152,166,0
30142,Female,46,1,1,0,1-2 Year,Yes,2630,124,266,0
30143,Male,25,1,35,1,< 1 Year,No,32025,152,36,0
30144,Male,59,1,28,0,> 2 Years,Yes,41313,124,169,0
30145,Male,24,1,29,0,< 1 Year,Yes,33941,154,186,0
30146,Male,24,1,27,1,< 1 Year,No,2630,152,130,0
30147,Female,24,1,14,1,< 1 Year,No,29392,152,126,0
30148,Male,44,1,46,0,1-2 Year,Yes,36565,124,149,1
30149,Male,31,1,31,0,< 1 Year,Yes,2630,152,47,0
30150,Male,52,1,50,0,1-2 Year,Yes,50488,26,83,0
30151,Female,24,1,28,0,< 1 Year,Yes,23680,152,256,0
30152,Male,54,1,28,0,> 2 Years,Yes,43408,124,92,0
30153,Male,50,1,33,1,1-2 Year,No,35016,132,133,0
30154,Male,25,1,28,1,< 1 Year,No,59823,152,26,0
30155,Female,20,1,14,0,1-2 Year,Yes,23161,124,132,0
30156,Female,53,1,4,1,1-2 Year,No,2630,152,129,0
30157,Male,27,1,36,1,< 1 Year,Yes,2630,152,191,0
30158,Male,60,1,28,0,1-2 Year,Yes,55451,26,77,0
30159,Male,67,1,15,1,1-2 Year,No,53100,124,251,0
30160,Female,32,1,28,0,< 1 Year,Yes,24326,124,120,1
30161,Male,35,1,12,0,1-2 Year,Yes,32082,124,261,1
30162,Female,26,1,33,1,< 1 Year,No,36682,152,74,0
30163,Male,42,1,28,0,1-2 Year,Yes,45627,26,239,0
30164,Male,80,1,28,0,1-2 Year,Yes,68331,152,298,0
30165,Male,53,1,13,1,1-2 Year,No,2630,26,92,0
30166,Male,29,1,11,0,1-2 Year,No,2630,124,97,0
30167,Male,28,1,33,1,< 1 Year,No,20935,152,37,0
30168,Female,47,1,48,1,1-2 Year,No,2630,15,232,0
30169,Female,22,1,36,0,< 1 Year,Yes,36976,26,149,0
30170,Male,41,1,25,0,1-2 Year,Yes,26457,154,153,0
30171,Female,74,1,29,1,1-2 Year,No,58251,26,27,0
30172,Female,39,1,4,0,< 1 Year,No,2630,1,297,0
30173,Male,33,1,8,0,1-2 Year,Yes,49578,154,139,0
30174,Female,41,1,28,0,1-2 Year,Yes,29458,26,169,1
30175,Male,22,1,46,1,< 1 Year,No,38299,152,290,0
30176,Female,22,1,12,0,< 1 Year,Yes,2630,152,36,0
30177,Male,72,1,28,0,> 2 Years,Yes,44103,26,18,0
30178,Male,76,1,8,1,1-2 Year,No,43870,26,21,0
30179,Male,61,1,28,1,1-2 Year,No,34000,26,240,0
30180,Female,24,1,33,1,< 1 Year,No,27743,152,162,0
30181,Female,23,1,13,1,< 1 Year,No,2630,151,62,0
30182,Male,24,1,36,1,< 1 Year,No,32873,152,184,0
30183,Male,24,1,50,0,< 1 Year,No,39346,152,238,0
30184,Female,80,1,28,0,1-2 Year,Yes,41612,26,66,0
30185,Male,24,1,46,0,< 1 Year,Yes,25647,160,126,0
30186,Male,50,1,35,0,1-2 Year,Yes,27406,124,146,0
30187,Male,78,1,8,0,1-2 Year,Yes,43052,124,120,0
30188,Female,36,1,11,0,1-2 Year,Yes,42164,26,267,1
30189,Female,48,1,7,1,1-2 Year,No,2630,26,148,0
30190,Male,28,1,15,1,< 1 Year,No,33401,152,205,0
30191,Male,28,1,33,1,< 1 Year,No,33516,152,275,0
30192,Female,44,1,28,0,1-2 Year,Yes,34595,122,65,0
30193,Male,23,1,10,0,< 1 Year,Yes,30484,152,290,1
30194,Male,23,1,30,1,< 1 Year,No,33668,152,109,0
30195,Female,25,1,41,0,< 1 Year,No,34168,152,245,0
30196,Male,61,1,8,1,1-2 Year,No,31767,26,123,0
30197,Female,62,1,28,0,1-2 Year,Yes,30557,26,28,0
30198,Female,22,1,30,0,< 1 Year,No,28141,160,99,0
30199,Male,24,1,10,1,< 1 Year,No,37053,152,229,0
30200,Male,29,1,2,1,< 1 Year,No,28210,152,243,0
30201,Male,58,1,38,1,1-2 Year,No,35055,26,284,0
30202,Female,60,1,28,1,1-2 Year,No,27942,124,53,0
30203,Male,34,1,41,0,1-2 Year,No,34863,124,101,0
30204,Male,26,1,50,0,< 1 Year,Yes,31243,152,151,0
30205,Female,54,1,12,0,1-2 Year,Yes,32314,124,162,0
30206,Female,73,1,24,0,> 2 Years,Yes,34442,145,38,0
30207,Male,44,1,18,0,> 2 Years,Yes,35222,154,114,0
30208,Female,64,1,28,1,1-2 Year,No,49458,11,233,0
30209,Male,26,1,1,0,< 1 Year,Yes,2630,156,81,0
30210,Male,40,1,22,0,1-2 Year,Yes,30256,154,139,0
30211,Female,41,1,28,1,1-2 Year,No,34720,26,107,0
30212,Female,25,1,45,1,< 1 Year,No,2630,152,118,0
30213,Female,24,1,3,0,< 1 Year,Yes,38669,152,137,0
30214,Male,34,1,41,0,1-2 Year,Yes,39180,156,17,0
30215,Female,24,1,45,1,< 1 Year,No,21783,152,13,0
30216,Male,46,1,28,0,1-2 Year,No,50613,26,276,0
30217,Female,30,1,50,1,< 1 Year,No,31950,152,102,0
30218,Male,60,1,45,1,1-2 Year,No,2630,26,108,0
30219,Male,24,1,8,1,< 1 Year,No,78111,152,104,0
30220,Female,23,1,39,1,< 1 Year,No,28618,152,74,0
30221,Male,23,1,32,1,< 1 Year,Yes,2630,160,252,0
30222,Male,27,1,47,1,< 1 Year,No,26997,152,277,0
30223,Male,22,1,46,1,< 1 Year,No,34565,152,130,0
30224,Female,21,1,30,1,< 1 Year,No,21894,160,278,0
30225,Male,66,1,3,0,1-2 Year,Yes,51523,26,275,0
30226,Male,22,1,8,0,< 1 Year,Yes,44684,160,158,0
30227,Male,45,1,28,0,> 2 Years,Yes,34029,26,293,1
30228,Male,23,1,41,1,< 1 Year,No,32175,152,202,0
30229,Female,38,1,28,1,1-2 Year,No,25949,26,119,0
30230,Female,21,1,13,1,< 1 Year,Yes,21453,160,112,0
